response_id,age_group,customer_stage,channel,cluster,cluster_group,complaint,severity,existing_insurance,consultation_needed
817,30대,정보 탐색,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,없음,예
818,50대 이상,가입 검토,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,있음,예
819,30대,상품 비교,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,아니오
820,50대 이상,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,예
821,30대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,없음,예
822,20대,가입 검토,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,5,있음,예
823,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,아니오
824,20대,정보 탐색,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,없음,아니오
825,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,아니오
826,20대,정보 탐색,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,없음,예
827,20대,가입 검토,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,있음,아니오
828,40대,상품 비교,웹,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,예
829,50대 이상,상품 비교,전화,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,예
830,40대,상담,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,2,있음,예
831,30대,상담,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,예
832,20대,상담,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,있음,아니오
833,20대,가입 검토,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,있음,아니오
834,40대,상품 비교,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,없음,예
835,40대,가입 검토,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,없음,아니오
836,40대,정보 탐색,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,예
837,50대 이상,가입 검토,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,없음,아니오
838,20대,가입 검토,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,있음,아니오
839,50대 이상,상담,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,없음,예
840,30대,상품 비교,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
841,50대 이상,상담,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,있음,예
842,40대,상담,전화,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,있음,아니오
843,30대,정보 탐색,오프라인,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,없음,아니오
844,40대,상담,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,예
845,20대,상담,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,아니오
846,40대,정보 탐색,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,5,있음,아니오
847,20대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,있음,아니오
848,30대,가입 검토,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,아니오
849,40대,상품 비교,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,예
850,20대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,아니오
851,50대 이상,가입 검토,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,5,없음,아니오
852,30대,정보 탐색,전화,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,5,없음,아니오
853,40대,가입 검토,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,있음,예
854,40대,정보 탐색,전화,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,아니오
855,50대 이상,상담,전화,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,없음,예
856,20대,상담,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,있음,아니오
857,30대,상품 비교,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,5,있음,예
858,30대,상품 비교,웹,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,4,있음,아니오
859,30대,상담,오프라인,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,없음,예
860,20대,상품 비교,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,아니오
861,50대 이상,상품 비교,전화,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,아니오
862,20대,상품 비교,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,없음,아니오
863,30대,상담,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,없음,아니오
864,20대,가입 검토,웹,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,없음,아니오
865,20대,정보 탐색,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,아니오
866,50대 이상,상담,오프라인,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,예
867,30대,정보 탐색,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,있음,아니오
868,20대,정보 탐색,전화,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,예
869,20대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,아니오
870,20대,가입 검토,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,있음,아니오
871,50대 이상,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,있음,예
872,50대 이상,정보 탐색,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,없음,아니오
873,20대,가입 검토,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,없음,아니오
874,50대 이상,상담,오프라인,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,예
875,40대,상품 비교,전화,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,있음,예
876,20대,상담,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
877,40대,정보 탐색,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,아니오
878,40대,상품 비교,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,아니오
879,20대,정보 탐색,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,없음,아니오
880,20대,상담,전화,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,없음,아니오
881,20대,상담,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,예
882,50대 이상,상품 비교,전화,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,있음,예
883,30대,가입 검토,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,없음,예
884,30대,상담,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,예
885,50대 이상,가입 검토,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,아니오
886,30대,가입 검토,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,없음,아니오
887,20대,가입 검토,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,아니오
888,30대,가입 검토,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
889,40대,가입 검토,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,아니오
890,30대,가입 검토,오프라인,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,없음,예
891,30대,가입 검토,오프라인,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,없음,예
892,20대,상담,오프라인,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,없음,아니오
893,30대,가입 검토,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,있음,아니오
894,50대 이상,가입 검토,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,5,있음,아니오
895,20대,상담,전화,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,예
896,20대,상품 비교,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,아니오
897,50대 이상,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
898,40대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,예
899,40대,가입 검토,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,없음,예
900,30대,상담,오프라인,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,없음,아니오
901,40대,정보 탐색,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,있음,예
902,30대,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
903,40대,상담,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,없음,예
904,40대,가입 검토,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,아니오
905,20대,상품 비교,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,없음,예
906,40대,가입 검토,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
907,30대,가입 검토,전화,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,예
908,30대,상담,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,아니오
909,30대,가입 검토,웹,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,예
910,30대,상담,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,없음,아니오
911,40대,정보 탐색,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,있음,아니오
912,20대,가입 검토,전화,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,있음,예
913,50대 이상,정보 탐색,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,있음,아니오
914,30대,정보 탐색,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,예
915,20대,상담,전화,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,아니오
916,20대,상품 비교,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,있음,예
917,20대,상담,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,아니오
918,50대 이상,상담,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,있음,아니오
919,20대,상품 비교,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,없음,예
920,40대,상품 비교,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,예
921,30대,상담,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,아니오
922,30대,상담,웹,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,3,있음,예
923,20대,상담,오프라인,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,있음,예
924,30대,상담,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,아니오
925,30대,가입 검토,전화,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,아니오
926,40대,상담,웹,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,있음,예
927,30대,상품 비교,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,있음,예
928,40대,상담,오프라인,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,있음,아니오
929,40대,상품 비교,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,있음,예
930,20대,상담,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
931,20대,정보 탐색,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,예
932,50대 이상,정보 탐색,전화,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,예
933,20대,가입 검토,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,예
934,50대 이상,정보 탐색,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,예
935,30대,정보 탐색,전화,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,예
936,50대 이상,가입 검토,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,5,있음,아니오
937,20대,가입 검토,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,없음,아니오
938,40대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,예
939,30대,상담,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,없음,아니오
940,20대,상담,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,예
941,40대,정보 탐색,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,아니오
942,40대,상품 비교,전화,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,있음,아니오
943,40대,가입 검토,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,아니오
944,30대,상품 비교,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,4,없음,아니오
945,50대 이상,상담,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,아니오
946,40대,상품 비교,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,예
947,20대,가입 검토,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,없음,아니오
948,40대,상담,오프라인,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,없음,아니오
949,30대,정보 탐색,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,아니오
950,20대,가입 검토,오프라인,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,없음,아니오
951,40대,상품 비교,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,5,없음,예
952,30대,가입 검토,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,5,있음,아니오
953,20대,상품 비교,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,아니오
954,30대,상담,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,아니오
955,50대 이상,상담,전화,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,없음,아니오
956,20대,정보 탐색,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,없음,예
957,30대,정보 탐색,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,아니오
958,20대,상품 비교,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,있음,아니오
959,40대,상품 비교,전화,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,있음,아니오
960,40대,상담,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,없음,예
961,30대,상담,전화,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,예
962,30대,상담,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,예
963,40대,상담,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,아니오
964,40대,상품 비교,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,있음,예
965,20대,정보 탐색,오프라인,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,있음,예
966,50대 이상,상품 비교,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,없음,아니오
967,30대,가입 검토,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,아니오
968,30대,가입 검토,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,없음,예
969,20대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,예
970,30대,정보 탐색,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,아니오
971,50대 이상,가입 검토,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,없음,예
972,30대,상담,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,아니오
973,30대,상담,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,예
974,50대 이상,정보 탐색,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,아니오
975,30대,상품 비교,전화,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,4,없음,예
976,30대,상담,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,5,있음,예
977,50대 이상,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
978,20대,가입 검토,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,없음,아니오
979,40대,상품 비교,웹,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,없음,아니오
980,50대 이상,가입 검토,오프라인,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,있음,예
981,30대,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,예
982,20대,상담,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,없음,아니오
983,40대,상담,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,없음,예
984,40대,상담,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,아니오
985,40대,정보 탐색,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,예
986,20대,가입 검토,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,없음,예
987,30대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,아니오
988,40대,상품 비교,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,없음,아니오
989,30대,상품 비교,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,없음,예
990,40대,상품 비교,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,있음,예
991,20대,가입 검토,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,예
992,30대,상담,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,아니오
993,40대,상품 비교,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,있음,아니오
994,20대,정보 탐색,전화,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,없음,아니오
995,50대 이상,상품 비교,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,예
996,40대,가입 검토,전화,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,예
997,40대,가입 검토,웹,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,있음,예
998,30대,정보 탐색,오프라인,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,4,있음,예
999,20대,상담,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,예
1000,20대,정보 탐색,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,없음,아니오
